itemid,categoryid,parentid,category_depth
155997,1069,362,2
155998,209,293,2
156000,1493,594,3
156001,1007,485,3
156002,242,1531,2
156003,1477,206,3
156004,1400,335,3
156005,242,1531,2
156006,1172,810,2
156007,882,1259,2
156008,1250,1423,2
156009,806,1497,2
156010,769,587,2
156011,257,312,2
156012,342,500,2
156013,780,1067,3
156014,225,593,2
156015,131,1486,2
156016,1018,1331,4
156017,792,805,3
156018,1007,485,3
156019,769,587,2
156020,988,727,2
156021,860,1515,3
156023,737,854,2
156024,535,426,3
156025,173,788,2
156026,1017,605,2
156027,173,788,2
156028,70,8,3
156029,64,206,3
156030,208,33,2
156031,1301,1034,2
156032,173,788,2
156033,561,395,1
156034,1163,561,2
156035,1378,322,3
156036,862,1667,3
156037,842,1518,3
156038,1007,485,3
156039,1560,293,2
156040,1076,986,2
156041,691,1079,3
156043,575,1257,2
156044,860,1515,3
156046,47,381,2
156047,491,679,1
156048,1421,105,2
156049,421,1424,2
156050,342,500,2
156051,70,8,3
156052,746,1200,2
156053,646,1606,3
156055,436,1518,3
156056,1483,561,2
156057,227,602,2
156058,558,92,2
156059,618,105,2
156060,1172,810,2
156061,1233,1257,2
156062,819,798,2
156063,65,293,2
156064,1560,293,2
156065,769,587,2
156066,342,500,2
156067,996,1259,2
156068,354,1009,2
156069,1533,602,2
156070,1007,485,3
156071,1408,1259,2
156072,342,500,2
156073,1007,485,3
156074,683,1606,3
156075,1666,1684,2
156076,176,713,3
156078,686,594,3
156079,952,362,2
156080,284,1009,2
156081,1355,312,2
156082,707,561,2
156083,342,500,2
156087,646,1606,3
156088,730,1482,1
156089,769,587,2
156090,984,827,3
156091,1250,1423,2
156092,1279,1606,3
156093,64,206,3
156094,1578,1249,2
156095,1301,1034,2
156096,1567,1531,2
156097,1432,362,2
156098,996,1259,2
156099,746,1200,2
156100,1240,1546,3
156101,1421,105,2
156102,1362,587,2
156103,1318,986,2
156104,976,1009,2
156105,730,1482,1
156106,130,145,2
156107,1113,1145,3
156108,84,1308,3
156109,436,1518,3
156110,421,1424,2
156111,535,426,3
156112,769,587,2
156113,315,131,3
156114,1171,938,3
156115,324,1145,3
156116,1114,113,2
156117,330,986,2
156118,273,362,2
156119,1542,745,3
156120,1142,485,3
156123,333,1497,2
156124,414,206,3
156125,35,20,3
156127,1434,1136,3
156128,1513,1416,2
156129,628,149,3
156130,434,968,2
156131,342,500,2
156132,1578,1249,2
156133,1380,1618,3
156134,937,1174,3
156135,1680,587,2
156136,1408,1259,2
156137,970,275,3
156138,330,986,2
156139,1344,713,3
156140,1574,1257,2
156141,173,788,2
156142,1483,561,2
156144,1544,679,1
156145,646,1606,3
156146,196,1667,3
156147,421,1424,2
156148,239,1515,3
156149,769,587,2
156150,1244,500,2
156151,446,593,2
156152,1498,580,3
156154,686,594,3
156155,558,92,2
156156,1376,480,3
156157,64,206,3
156159,729,1175,3
156160,56,1497,2
156161,1007,485,3
156162,1542,745,3
156163,29,1678,2
156164,1578,1249,2
156165,1247,593,2
156166,1474,480,3
156167,311,1259,2
156168,1638,766,3
156169,173,788,2
156170,737,854,2
156171,421,1424,2
156172,1142,485,3
156175,1605,1531,2
156176,1196,1181,3
156177,1113,1145,3
156178,1301,1034,2
156179,227,602,2
156180,342,500,2
156182,533,1299,2
156183,1142,485,3
156184,126,871,2
156185,769,587,2
156186,208,33,2
156187,1301,1034,2
156188,1172,810,2
156189,748,781,4
156191,1142,485,3
156192,1666,1684,2
156193,429,113,2
156194,1301,1034,2
156195,1344,713,3
156196,472,1259,2
156197,342,500,2
156198,1279,1606,3
156199,1680,587,2
156200,1432,362,2
156201,619,145,2
156202,1627,827,3
156203,1529,805,3
156204,703,1531,2
156205,1321,1618,3
156206,284,1009,2
156208,1374,1278,2
156209,209,293,2
156210,438,312,2
156212,366,143,2
156213,1007,485,3
156214,512,362,2
156216,77,590,3
156217,977,871,2
156218,1051,955,3
156219,1070,1423,2
156220,1007,485,3
156221,1244,500,2
156222,952,362,2
156223,646,1606,3
156224,403,1687,3
156225,1344,713,3
156226,130,145,2
156228,842,1518,3
156229,50,312,2
156230,35,20,3
156231,1248,1368,3
156232,65,293,2
156233,575,1257,2
156234,352,859,1
156235,646,1606,3
156236,981,949,3
156237,1680,587,2
156238,572,1066,3
156239,1522,1009,2
156240,1007,485,3
156241,1007,485,3
156242,1680,587,2
156243,1113,1145,3
156244,1620,937,4
156246,926,852,4
156247,84,1308,3
156248,1255,587,2
156249,595,186,3
156250,41,1658,3
156251,173,788,2
156252,342,500,2
156253,227,602,2
156254,1623,1066,3
156255,273,362,2
156257,595,186,3
156258,111,362,2
156259,1078,1249,2
156260,691,1079,3
156261,1282,25,2
156262,1349,121,3
156263,523,593,2
156264,405,351,2
156265,624,871,2
156266,324,1145,3
156267,801,766,3
156268,876,580,3
156269,1378,322,3
156270,1477,206,3
156271,1231,901,2
156272,564,214,3
156273,1680,587,2
156274,915,1550,3
156275,130,145,2
156277,330,986,2
156278,1172,810,2
156279,844,1458,3
156280,1173,805,3
156281,656,1125,3
156282,1393,1383,3
156283,126,871,2
156284,730,1482,1
156285,1172,810,2
156286,268,138,4
156287,1007,485,3
156288,719,908,4
156289,686,594,3
156290,1310,1009,2
156291,1117,14,3
156293,1419,362,2
156294,749,1687,3
156295,1196,1181,3
156296,492,362,2
156298,342,500,2
156299,111,362,2
156300,403,1687,3
156301,439,1012,3
156302,1578,1249,2
156303,1286,854,2
156304,256,1257,2
156305,792,805,3
156306,342,500,2
156307,1285,1259,2
156308,1172,810,2
156309,1528,1426,2
156310,1142,485,3
156311,263,143,2
156313,1504,587,2
156314,769,587,2
156316,394,1041,4
156317,1084,194,3
156318,769,587,2
156319,479,520,4
156321,1404,593,2
156322,371,1482,1
156324,686,594,3
156325,833,901,2
156326,196,1667,3
156327,769,587,2
156329,972,1249,2
156330,646,1606,3
156331,65,293,2
156332,1255,587,2
156333,1639,1181,3
156334,389,1259,2
156335,862,1667,3
156336,1421,105,2
156337,1007,485,3
156338,1191,61,2
156339,1301,1034,2
156340,1172,810,2
156341,173,788,2
156342,1483,561,2
156343,1404,593,2
156344,1113,1145,3
156345,842,1518,3
156346,769,587,2
156347,739,1181,3
156349,342,500,2
156351,1114,113,2
156352,1476,1081,2
156353,123,214,3
156354,1578,1249,2
156355,1680,587,2
156356,196,1667,3
156357,126,871,2
156358,35,20,3
156359,1142,485,3
156360,1255,587,2
156361,1250,1423,2
156362,324,1145,3
156363,173,788,2
156364,1051,955,3
156365,342,500,2
156366,209,293,2
156367,646,1606,3
156368,806,1497,2
156370,1061,1259,2
156371,828,293,2
156372,1535,727,2
156373,769,587,2
156374,423,47,3
156375,1205,580,3
156376,769,587,2
156377,1301,1034,2
156378,1404,593,2
156379,1117,14,3
156380,491,679,1
156381,106,381,2
156382,1098,897,3
156383,1565,1481,3
156384,1135,1329,3
156385,160,605,2
156386,282,113,2
156387,686,594,3
156388,342,500,2
156389,858,1426,2
156390,342,500,2
156391,1076,986,2
156392,342,500,2
156393,1388,1249,2
156394,1408,1259,2
156395,858,1426,2
156396,289,1416,2
156397,1483,561,2
156399,410,894,2
156400,988,727,2
156401,227,602,2
156402,1248,1368,3
156403,50,312,2
156404,1026,351,2
156405,51,955,3
156406,1393,1383,3
156407,1675,1550,3
156408,598,362,2
156409,1680,587,2
156410,976,1009,2
156411,1114,113,2
156412,598,362,2
156413,1117,14,3
156414,195,1079,3
156415,1404,593,2
156416,769,587,2
156417,35,20,3
156418,65,293,2
156419,1069,362,2
156420,70,8,3
156421,1127,593,2
156422,1393,1383,3
156423,342,500,2
156424,535,426,3
156425,342,500,2
156426,333,1497,2
156427,1301,1034,2
156428,1244,500,2
156429,209,293,2
156430,1605,1531,2
156431,752,630,2
156432,769,587,2
156433,719,908,4
156434,1665,945,2
156435,806,1497,2
156436,1072,1566,2
156437,491,679,1
156438,1344,713,3
156439,1477,206,3
156440,158,1621,2
156441,1301,1034,2
156442,1344,713,3
156443,1493,594,3
156444,1493,594,3
156445,619,145,2
156446,173,788,2
156447,1159,71,2
156448,531,1058,3
156449,1301,1034,2
156450,1205,580,3
156451,1617,713,3
156452,1169,92,2
156454,923,1009,2
156455,1333,127,3
156456,403,1687,3
156458,1493,594,3
156459,1483,561,2
156460,1007,485,3
156461,988,727,2
156462,342,500,2
156463,996,1259,2
156464,876,580,3
156465,739,1181,3
156466,646,1606,3
156467,1317,897,3
156468,1001,945,2
156469,1279,1606,3
156470,628,149,3
156471,227,602,2
156472,1124,351,2
156473,1435,131,3
156474,196,1667,3
156476,769,587,2
156477,801,766,3
156478,1355,312,2
156479,278,362,2
156480,819,798,2
156482,363,994,2
156483,624,871,2
156484,284,1009,2
156485,1659,825,4
156486,48,500,2
156488,1338,1278,2
156489,1233,1257,2
156490,1171,938,3
156491,217,908,4
156492,1142,485,3
156493,1061,1259,2
156494,1652,1368,3
156495,1301,1034,2
156496,1477,206,3
156497,618,105,2
156499,324,1145,3
156500,1151,781,4
156501,959,1095,3
156502,173,788,2
156503,1511,409,2
156504,350,362,2
156505,769,587,2
156506,1663,1398,2
156507,173,788,2
156508,508,362,2
156509,1285,1259,2
156510,1142,485,3
156511,1419,362,2
156512,575,1257,2
156513,1359,1215,3
156514,1135,1329,3
156515,1142,485,3
156516,342,500,2
156517,769,587,2
156518,1007,485,3
156519,1250,1423,2
156520,1114,113,2
156521,284,1009,2
156522,1473,859,1
156524,1666,1684,2
156525,535,426,3
156526,535,426,3
156527,988,727,2
156528,1142,485,3
156529,445,1308,3
156530,508,362,2
156531,496,893,3
156532,959,1095,3
156533,1250,1423,2
156534,342,500,2
156535,64,206,3
156536,535,426,3
156537,959,1095,3
156539,173,788,2
156540,491,679,1
156541,1070,1423,2
156542,697,418,2
156543,429,113,2
156544,1142,485,3
156545,1070,1423,2
156546,619,145,2
156548,342,500,2
156549,499,986,2
156550,1207,580,3
156551,1119,125,4
156552,124,104,3
156553,198,1009,2
156554,769,587,2
156555,1677,896,3
156556,1301,1034,2
156557,1007,485,3
156558,643,346,3
156559,387,1621,2
156560,1172,810,2
156561,1244,500,2
156562,1029,1181,3
156563,769,587,2
156565,1522,1009,2
156566,1255,587,2
156567,352,859,1
156568,1163,561,2
156571,1279,1606,3
156573,1221,1426,2
156575,1483,561,2
156576,1432,362,2
156577,967,378,1
156578,259,71,2
156580,1250,1423,2
156581,1393,1383,3
156582,173,788,2
156584,479,520,4
156585,619,145,2
156586,1076,986,2
156587,1421,105,2
156588,173,788,2
156589,1677,896,3
156590,1304,362,2
156591,120,897,3
156592,562,986,2
156593,1083,594,3
156594,1421,105,2
156595,1334,1550,3
156596,64,206,3
156597,389,1259,2
156598,1070,1423,2
156599,844,1458,3
156600,360,1174,3
156601,1320,879,2
156602,535,426,3
156603,1511,409,2
156604,1070,1423,2
156605,1578,1249,2
156606,439,1012,3
156607,741,362,2
156608,769,587,2
156609,1007,485,3
156610,1255,587,2
156612,65,293,2
156613,278,362,2
156615,828,293,2
156616,1210,1259,2
156617,416,1299,2
156618,508,362,2
156620,646,1606,3
156621,508,362,2
156622,1210,1259,2
156623,70,8,3
156624,959,1095,3
156625,1567,1531,2
156626,1098,897,3
156627,1603,520,4
156628,1577,362,2
156630,217,908,4
156631,799,920,2
156632,769,587,2
156633,1378,322,3
156634,739,1181,3
156635,782,1562,3
156636,202,1008,3
156637,1301,1034,2
156638,1070,1423,2
156639,1393,1383,3
156640,1255,587,2
156641,1489,1009,2
156642,172,1290,3
156643,173,788,2
156644,844,1458,3
156645,1674,1420,2
156646,289,1416,2
156647,1142,485,3
156648,459,1330,3
156649,1143,1424,2
156650,438,312,2
156651,1135,1329,3
156652,769,587,2
156653,769,587,2
156654,1477,206,3
156655,196,1667,3
156656,126,871,2
156657,35,20,3
156658,923,1009,2
156659,1355,312,2
156660,342,500,2
156661,1301,1034,2
156662,619,145,2
156664,1007,485,3
156665,535,426,3
156666,1366,1292,3
156667,589,1308,3
156669,996,1259,2
156670,996,1259,2
156671,1312,713,3
156672,1666,1684,2
156673,517,206,3
156674,769,587,2
156675,1250,1423,2
156676,1245,1259,2
156677,617,131,3
156678,769,587,2
156679,686,594,3
156680,360,1174,3
156682,1244,500,2
156683,589,1308,3
156684,77,590,3
156685,1069,362,2
156686,844,1458,3
156687,421,1424,2
156688,130,145,2
156689,1355,312,2
156690,1560,293,2
156691,1575,138,4
156692,51,955,3
156693,342,500,2
156694,472,1259,2
156695,184,1009,2
156696,686,594,3
156697,350,362,2
156698,567,605,2
156699,926,852,4
156700,1279,1606,3
156701,217,908,4
156702,469,1383,3
156703,1069,362,2
156704,72,620,4
156706,1244,500,2
156707,342,500,2
156708,575,1257,2
156709,523,593,2
156711,508,362,2
156712,1301,1034,2
156713,769,587,2
156714,1554,1678,2
156715,173,788,2
156716,1343,25,2
156717,263,143,2
156718,730,1482,1
156719,209,293,2
156720,1301,1034,2
156721,656,1125,3
156722,173,788,2
156723,1007,485,3
156724,1483,561,2
156725,1317,897,3
156727,1404,593,2
156728,1135,1329,3
156730,996,1259,2
156731,774,620,4
156732,1474,480,3
156733,1675,1550,3
156735,208,33,2
156736,1007,485,3
156737,473,1058,3
156738,1250,1423,2
156739,1191,61,2
156740,1301,1034,2
156741,1029,1181,3
156742,1135,1329,3
156743,289,1416,2
156744,381,1482,1
156747,1530,879,2
156748,801,766,3
156749,1061,1259,2
156750,739,1181,3
156751,1536,1175,3
156752,1404,593,2
156754,863,194,3
156755,1171,938,3
156756,429,113,2
156757,191,1383,3
156758,1221,1426,2
156759,844,1458,3
156760,936,143,2
156761,741,362,2
156762,1051,955,3
156763,1338,1278,2
156765,1,854,2
156766,173,788,2
156767,65,293,2
156768,598,362,2
156770,959,1095,3
156772,1186,312,2
156774,532,945,2
156775,1677,896,3
156776,330,986,2
156777,130,145,2
156778,1255,587,2
156779,333,1497,2
156781,891,1012,3
156783,1007,485,3
156784,342,500,2
156785,1347,1458,3
156786,242,1531,2
156788,156,886,3
156790,185,131,3
156791,575,1257,2
156792,1061,1259,2
156793,1070,1423,2
156795,610,1239,3
156796,126,871,2
156797,1634,143,2
156798,342,500,2
156799,1040,1516,4
156800,1483,561,2
156801,1397,1416,2
156802,1343,25,2
156803,999,1621,2
156804,421,1424,2
156806,35,20,3
156807,1084,194,3
156808,1493,594,3
156809,389,1259,2
156810,619,145,2
156811,1173,805,3
156812,1114,113,2
156813,819,798,2
156814,130,145,2
156815,130,145,2
156816,1279,1606,3
156817,1113,1145,3
156818,829,1518,3
156819,769,587,2
156820,578,1278,2
156821,739,1181,3
156822,196,1667,3
156823,209,293,2
156824,858,1426,2
156825,746,1200,2
156826,1196,1181,3
156827,284,1009,2
156828,1169,92,2
156829,928,20,3
156830,352,859,1
156831,769,587,2
156832,1007,485,3
156833,959,1095,3
156834,1387,933,2
156835,64,206,3
156836,1385,1202,2
156837,342,500,2
156838,1070,1423,2
156839,1317,897,3
156840,342,500,2
156841,960,594,3
156843,1173,805,3
156844,1432,362,2
156846,1286,854,2
156847,173,788,2
156848,595,186,3
156849,1404,593,2
156850,1098,897,3
156851,342,500,2
156853,1070,1423,2
156854,1233,1257,2
156855,342,500,2
156856,173,788,2
156858,844,1458,3
156859,769,587,2
156860,1677,896,3
156861,1301,1034,2
156862,1301,1034,2
156863,572,1066,3
156864,209,293,2
156865,1477,206,3
156866,414,206,3
156867,65,293,2
156869,342,500,2
156870,454,71,2
156871,1169,92,2
156872,173,788,2
156873,1533,602,2
156874,1069,362,2
156877,1261,25,2
156878,799,920,2
156879,976,1009,2
156880,801,766,3
156881,268,138,4
156882,209,293,2
156883,64,206,3
156884,389,1259,2
156885,1007,485,3
156886,79,1687,3
156887,618,105,2
156888,1007,485,3
156889,278,362,2
156890,839,33,2
156891,1301,1034,2
156892,911,1531,2
156893,790,1492,3
156894,683,1606,3
156895,746,1200,2
156896,1542,745,3
156897,1500,1515,3
156898,173,788,2
156899,1381,336,3
156900,1010,755,1
156902,414,206,3
156903,130,145,2
156904,1385,1202,2
156905,173,788,2
156906,624,871,2
156907,342,500,2
156908,1051,955,3
156909,1333,127,3
156910,173,788,2
156911,996,1259,2
156912,598,362,2
156913,342,500,2
156914,822,1546,3
156915,1301,1034,2
156916,686,594,3
156917,646,1606,3
156918,789,14,3
156920,284,1009,2
156921,619,145,2
156922,324,1145,3
156923,1646,114,3
156924,173,788,2
156925,637,92,2
156926,1026,351,2
156927,1142,485,3
156928,1117,14,3
156929,1135,1329,3
156930,1084,194,3
156931,1409,1174,3
156932,996,1259,2
156933,374,131,3
156934,619,145,2
156935,1301,1034,2
156936,1679,893,3
156937,1279,1606,3
156938,65,293,2
156939,131,1486,2
156940,1007,485,3
156941,1007,485,3
156942,959,1095,3
156943,988,727,2
156944,801,766,3
156945,1244,500,2
156946,342,500,2
156947,256,1257,2
156948,65,293,2
156949,801,766,3
156950,126,871,2
156951,173,788,2
156952,535,426,3
156953,828,293,2
156954,117,1492,3
156955,1680,587,2
156956,806,1497,2
156957,769,587,2
156958,429,113,2
156959,1408,1259,2
156960,173,788,2
156961,924,1416,2
156962,421,1424,2
156963,429,113,2
156964,1007,485,3
156965,1318,986,2
156966,374,131,3
156967,1628,605,2
156968,801,766,3
156969,1007,485,3
156970,1007,485,3
156971,844,1458,3
156972,1409,1174,3
156973,799,920,2
156974,179,1259,2
156975,799,920,2
156976,184,1009,2
156977,959,1095,3
156978,741,362,2
156979,1511,409,2
156980,1250,1423,2
156981,1404,593,2
156982,1250,1423,2
156983,1577,362,2
156984,769,587,2
156985,1666,1684,2
156987,1173,805,3
156988,65,293,2
156989,1421,105,2
156990,1343,25,2
156991,464,143,2
156992,741,362,2
156993,1,854,2
156995,40,1632,3
156996,1677,896,3
156997,1646,114,3
156999,429,113,2
157000,1343,25,2
157001,1504,587,2
157002,1301,1034,2
157003,1491,440,2
157004,959,1095,3
157005,184,1009,2
157006,1248,1368,3
157008,352,859,1
157009,741,362,2
157010,130,145,2
157011,35,20,3
157012,1680,587,2
157013,56,1497,2
157014,1142,485,3
157015,1070,1423,2
157016,1051,955,3
157017,1338,1278,2
157018,769,587,2
157020,1051,955,3
157021,535,426,3
157023,769,587,2
157024,227,602,2
157026,342,500,2
157027,491,679,1
157028,1280,605,2
157029,414,206,3
157030,1312,713,3
157031,410,894,2
157032,173,788,2
157033,1171,938,3
157035,1301,1034,2
157036,1255,587,2
157038,1084,194,3
157040,1007,485,3
157041,1421,105,2
157042,1269,1495,2
157043,492,362,2
157044,1578,1249,2
157045,1338,1278,2
157047,1493,594,3
157049,911,1531,2
157050,1221,1426,2
157052,1018,1331,4
157053,1142,485,3
157054,65,293,2
157055,416,1299,2
157057,1404,593,2
157059,1076,986,2
157060,294,1687,3
157061,449,1139,2
157062,1084,194,3
157063,606,810,2
157064,342,500,2
157065,1544,679,1
157066,730,1482,1
157068,1135,1329,3
157070,64,206,3
157071,470,520,4
157072,739,1181,3
157074,131,1486,2
157075,403,1687,3
157076,1223,1651,2
157077,1196,1181,3
157078,491,679,1
157079,1250,1423,2
157080,1404,593,2
157081,1593,1673,2
157082,333,1497,2
157083,1301,1034,2
157084,224,1487,3
157085,436,1518,3
157086,1388,1249,2
157087,1301,1034,2
157088,319,92,2
157089,1366,1292,3
157090,1639,1181,3
157091,1061,1259,2
157092,1051,955,3
157093,984,827,3
157094,342,500,2
157095,1483,561,2
157096,1303,252,3
157097,173,788,2
157098,237,1550,3
157099,414,206,3
157100,317,314,3
157102,1301,1034,2
157104,1151,781,4
157105,1393,1383,3
157106,589,1308,3
157107,746,1200,2
157108,1271,1259,2
157109,1366,1292,3
157110,256,1257,2
157111,330,986,2
157112,330,986,2
157113,1404,593,2
157114,769,587,2
157115,491,679,1
157116,952,362,2
157117,558,92,2
157118,47,381,2
157119,198,1009,2
157120,746,1200,2
157121,386,1095,3
157122,914,226,3
157123,612,54,3
157124,984,827,3
157125,1380,1618,3
157126,1298,335,3
157127,1493,594,3
157129,491,679,1
157130,782,1562,3
157132,256,1257,2
157133,342,500,2
157134,133,114,3
157135,1418,896,3
157136,1476,1081,2
157137,1276,441,3
157138,512,362,2
157139,142,9,3
157141,1007,485,3
157142,84,1308,3
157143,686,594,3
157144,508,362,2
157145,572,1066,3
157146,1113,1145,3
157147,730,1482,1
157148,1114,113,2
157149,209,293,2
157150,5,1637,3
157151,1421,105,2
157152,342,500,2
157153,302,1458,3
157154,417,1215,3
157155,646,1606,3
157156,472,1259,2
157157,1577,362,2
157160,173,788,2
157161,1084,194,3
157162,333,1497,2
157163,437,92,2
157164,1375,805,3
157165,715,402,3
157167,1491,440,2
157168,1007,485,3
157169,1007,485,3
157170,1679,893,3
157173,56,1497,2
157174,984,827,3
157175,1026,351,2
157176,242,1531,2
157177,491,679,1
157178,65,293,2
157179,1301,1034,2
157180,1338,1278,2
157181,1256,879,2
157182,342,500,2
157183,1035,920,2
157184,1135,1329,3
157185,1076,986,2
157186,72,620,4
157187,1163,561,2
157188,686,594,3
157189,1404,593,2
157190,414,206,3
157191,366,143,2
157192,173,788,2
157193,742,1067,3
157194,686,594,3
157195,1007,485,3
157196,1680,587,2
157197,535,426,3
157198,589,1308,3
157199,769,587,2
157200,1221,1426,2
157201,209,293,2
157202,1625,1141,3
157203,317,314,3
157205,496,893,3
157206,256,1257,2
157207,1221,1426,2
157208,1680,587,2
157209,342,500,2
157210,342,500,2
157211,628,149,3
157212,619,145,2
157213,1250,1423,2
157214,1504,587,2
157215,1220,125,4
157216,578,1278,2
157217,57,314,3
157218,1073,580,3
157219,1542,745,3
157220,1393,1383,3
157221,1172,810,2
157222,1007,485,3
157223,429,113,2
157224,394,1041,4
157225,769,587,2
157226,677,226,3
157227,1404,593,2
157228,883,1481,3
157229,1007,485,3
157230,1415,14,3
157231,242,1531,2
157232,337,653,1
157233,158,1621,2
157234,988,727,2
157235,1250,1423,2
157236,686,594,3
157237,1244,500,2
157238,1142,485,3
157239,523,593,2
157240,1301,1034,2
157241,1076,986,2
157242,572,1066,3
157243,769,587,2
157244,1474,480,3
157245,342,500,2
157246,618,105,2
157247,616,573,4
157248,330,986,2
157249,405,351,2
157250,769,587,2
157251,1301,1034,2
157252,269,33,2
157253,1404,593,2
157254,686,594,3
157256,578,1278,2
157257,691,1079,3
157258,999,1621,2
157259,491,679,1
157260,196,1667,3
157261,389,1259,2
157262,1188,1497,2
157264,1680,587,2
157265,646,1606,3
157266,1173,805,3
157267,396,164,2
157268,683,1606,3
157269,311,1259,2
157270,337,653,1
157271,1663,1398,2
157272,342,500,2
157273,652,127,3
157274,352,859,1
157275,227,602,2
157276,1483,561,2
157277,242,1531,2
157278,1552,1259,2
157279,53,1202,2
157280,1007,485,3
157282,342,500,2
157283,363,994,2
157284,497,149,3
157285,984,827,3
157286,284,1009,2
157287,185,131,3
157289,1,854,2
157290,43,945,2
157291,1114,113,2
157292,1114,113,2
157293,572,1066,3
157295,84,1308,3
157296,1277,312,2
157297,1073,580,3
157298,1301,1034,2
157299,976,1009,2
157300,598,362,2
157301,1114,113,2
157302,282,113,2
157303,1404,593,2
157304,389,1259,2
157305,1638,766,3
157306,604,894,2
157307,1528,1426,2
157308,244,1495,2
157309,184,1009,2
157310,710,605,2
157311,394,1041,4
157312,1250,1423,2
157313,1255,587,2
157315,414,206,3
157316,828,293,2
157317,1404,593,2
157318,1219,121,3
157319,1483,561,2
157320,1191,61,2
157321,1418,896,3
157322,209,293,2
157323,1070,1423,2
157324,741,362,2
157325,449,1139,2
157326,1616,827,3
157327,1493,594,3
157328,769,587,2
157329,414,206,3
157330,53,1202,2
157331,389,1259,2
157332,434,968,2
157335,1581,854,2
157336,1007,485,3
157337,1256,879,2
157339,421,1424,2
157340,242,1531,2
157341,1605,1531,2
157343,1142,485,3
157344,208,33,2
157345,619,145,2
157347,173,788,2
157348,53,1202,2
157349,158,1621,2
157350,1646,114,3
157351,769,587,2
157352,1196,1181,3
157353,196,1667,3
157354,1421,105,2
157355,1408,1259,2
157356,1301,1034,2
157357,421,1424,2
157358,1076,986,2
157359,421,1424,2
157360,342,500,2
157361,1018,1331,4
157362,70,8,3
157363,48,500,2
157364,561,395,1
157365,421,1424,2
157366,1301,1034,2
157368,1680,587,2
157369,251,194,3
157370,1076,986,2
157371,310,1139,2
157372,1254,520,4
157373,926,852,4
157374,1245,1259,2
157375,124,104,3
157376,173,788,2
157377,828,293,2
157378,891,1012,3
157379,1070,1423,2
157380,209,293,2
157381,479,520,4
157382,1151,781,4
157384,48,500,2
157385,1119,125,4
157386,1142,485,3
157387,1376,480,3
157388,996,1259,2
157389,479,520,4
157390,1408,1259,2
157391,598,362,2
157392,1303,252,3
157393,1366,1292,3
157394,1084,194,3
157395,1173,805,3
157396,1250,1423,2
157397,1069,362,2
157398,746,1200,2
157399,48,500,2
157400,1240,1546,3
157401,209,293,2
157402,1084,194,3
157403,1431,1066,3
157404,1441,1566,2
157405,53,1202,2
157406,398,1323,3
157407,741,362,2
157408,173,788,2
157409,48,500,2
157410,1542,745,3
157411,173,788,2
157412,1007,485,3
157413,1250,1423,2
157415,926,852,4
157416,686,594,3
157417,1477,206,3
157418,429,113,2
157419,34,1368,3
157420,1114,113,2
157421,1113,1145,3
157422,1070,1423,2
157423,48,500,2
157424,1142,485,3
157425,1408,1259,2
157426,959,1095,3
157427,828,293,2
157428,561,395,1
157429,1447,351,2
157431,469,1383,3
157432,1282,25,2
157433,1142,485,3
157434,686,594,3
157435,1680,587,2
157436,1188,1497,2
157437,1584,1562,3
157438,1135,1329,3
157439,769,587,2
157440,84,1308,3
157441,333,1497,2
157442,53,1202,2
157443,958,1041,4
157444,1070,1423,2
157445,1418,896,3
157446,967,378,1
157447,1605,1531,2
157448,389,1259,2
157449,1147,1027,2
157451,284,1009,2
157452,718,622,3
157453,342,500,2
157454,1404,593,2
157455,263,143,2
157456,196,1667,3
157457,725,1519,2
157458,535,426,3
157459,1244,500,2
157460,342,500,2
157461,914,226,3
157462,1301,1034,2
157463,1301,1034,2
157464,1408,1259,2
157465,1114,113,2
157467,337,653,1
157468,29,1678,2
157469,1359,1215,3
157470,1255,587,2
157471,371,1482,1
157472,1007,485,3
157473,1663,1398,2
157474,330,986,2
157476,130,145,2
157477,728,1009,2
157479,1007,485,3
157480,1464,745,3
157481,619,145,2
157482,769,587,2
157483,1074,339,3
157484,209,293,2
157485,493,1331,4
157486,330,986,2
157487,342,500,2
157488,195,1079,3
157489,517,206,3
157490,389,1259,2
157491,1455,213,3
157492,1051,955,3
157493,1493,594,3
157494,1007,485,3
157495,173,788,2
157496,1338,1278,2
157497,1374,1278,2
157498,984,827,3
157499,1680,587,2
157501,769,587,2
157502,416,1299,2
157503,769,587,2
157504,988,727,2
157505,1192,955,3
157506,926,852,4
157507,1493,594,3
157508,595,186,3
157509,1312,713,3
157511,1135,1329,3
157513,1221,1426,2
157514,741,362,2
157515,598,362,2
157516,1301,1034,2
157517,67,835,3
157518,730,1482,1
157519,1244,500,2
157520,371,1482,1
157521,1007,485,3
157522,1279,1606,3
157523,1142,485,3
157524,619,145,2
157525,619,145,2
157526,227,602,2
157527,686,594,3
157529,130,145,2
157530,739,1181,3
157531,1250,1423,2
157532,1264,1687,3
157534,537,229,4
157535,686,594,3
157536,173,788,2
157537,115,1110,2
157538,461,1229,2
157540,1385,1202,2
157541,111,362,2
157542,342,500,2
157543,1486,140,1
157544,988,727,2
157545,1250,1423,2
157547,479,520,4
157548,839,33,2
157549,1666,1684,2
157550,677,226,3
157551,1663,1398,2
157552,196,1667,3
157553,1510,1009,2
157554,1142,485,3
157555,1248,1368,3
157556,864,994,2
157557,278,362,2
157558,449,1139,2
157559,1221,1426,2
157560,342,500,2
157561,1135,1329,3
157562,914,226,3
157563,1172,810,2
157564,646,1606,3
157565,586,1519,2
